ClaimID,CustomerID,ClaimDate,ClaimAmount,VehicleAge,AccidentType,PoliceReport,InjuryReported,RepairShop,DaysToReport,FraudInvestigatorAssigned,ClaimApprovedAfterReview,Fraudulent
CLM01294,915,2026-04-07,"$3,217",13,Collision,No,No,FixPro,5,No,Yes,0
CLM01295,1795,2026-07-23,"$8,409",16,Collision,Yes,No,RapidFix,0,No,Yes,0
CLM01296,320,2026-06-28,"$7,815",4,Fire,No,No,RapidFix,7,No,Yes,0
CLM01297,1226,2026-07-12,"$6,949",13,Collision,Yes,No,RapidFix,3,No,Yes,0
CLM01298,719,2026-04-08,"$3,828",13,Collision,No,No,RapidFix,3,No,Yes,0
CLM01299,892,2026-04-18,"$2,698",15,Collision,No,No,AutoCare,3,No,Yes,0
CLM01300,2,2026-04-30,"$19,507",2,Theft,YES,Yes,RapidFix,3,No,Yes,0
CLM01301,904,2026-03-04,"$4,073",9,Flood,Yes,No,AutoCare,2,Yes,Yes,0
CLM01302,985,2026-04-03,"$3,693",9,Collision,No,No,FixPro,1,No,Yes,0
CLM01303,322,2026-01-07,"$1,984",0,Collision,Yes,No,FixPro,3,No,Yes,0
CLM01304,932,2026-01-29,"$5,622",7,Collision,No,Yes,AutoCare,6,Yes,Yes,0
CLM01305,1387,2026-07-10,$859,20,Collision,No,No,AutoCare,2,No,Yes,0
CLM01306,1046,2026-06-18,"$8,369",16,Theft,No,No,TrustedGarage,3,No,Yes,0
CLM01307,589,2026-07-10,"$10,778",13,Theft,No,No,AutoCare,6,No,Yes,0
CLM01308,1611,2026-07-07,"$2,650",18,Fire,Yes,No,AutoCare,3,No,Yes,0
CLM01309,1139,2026-04-25,"$10,495",15,Collision,Yes,No,AutoCare,5,No,Yes,0
CLM01310,211,2026-04-21,"$3,271",15,Collision,No,Yes,,4,No,Yes,0
CLM01311,233,2026-02-14,"$10,538",15,Theft,Yes,No,AutoCare,2,Yes,No,1
CLM01312,736,2026-02-14,"$7,906",9,Flood,N,No,TrustedGarage,9,No,Yes,0
CLM01313,1703,2026-05-12,"$6,113",2,Collision,Yes,No,AutoCare,7,No,No,1
CLM01314,904,2026-05-02,"$5,429",21,Collision,No,Yes,FixPro,2,No,Yes,0
CLM01315,1661,2026-05-29,"$5,826",12,Collision,No,No,TrustedGarage,5,No,Yes,0
CLM01316,1715,2026-05-29,"$7,219",17,Fire,No,No,AutoCare,6,No,Yes,0
CLM01317,122,2026-07-17,$687,5,Fire,Yes,No,AutoCare,4,No,Yes,0
CLM01318,582,2026-04-05,"$2,881",19,Fire,N,No,FixPro,4,No,Yes,0
CLM01319,1177,2026-05-04,"$4,694",19,Collision,No,No,FixPro,2,Yes,Yes,0
CLM01320,374,2026-04-08,"$7,697",13,Collision,No,No,,1,No,Yes,0
CLM01321,1515,2026-01-18,"$7,111",9,Fire,No,Yes,AutoCare,4,Yes,Yes,0
CLM01322,215,2026-04-25,"$1,502",12,Collision,No,No,TrustedGarage,5,No,Yes,0
CLM01323,787,2026-07-05,"$4,638",10,Collision,No,Yes,RapidFix,2,No,Yes,0
CLM01324,1735,2026-07-16,"$10,771",3,Collision,YES,No,RapidFix,3,No,Yes,0
CLM01325,332,2026-07-09,"$13,139",6,Theft,No,No,AutoCare,0,No,Yes,0
CLM01326,260,2026-07-25,"$11,862",17,Collision,No,No,TrustedGarage,3,No,Yes,0
CLM01327,344,2026-07-03,"$4,362",14,Collision,No,No,RapidFix,5,Yes,Yes,0
CLM01328,1014,2026-01-22,"$1,770",5,Collision,YES,No,TrustedGarage,5,No,Yes,0
CLM01329,807,2026-03-10,"$3,626",11,Theft,Y,No,TrustedGarage,7,No,Yes,0
CLM01330,1746,2026-06-29,"$11,027",4,Collision,No,Yes,TrustedGarage,2,No,Yes,0
CLM01331,60,2026-07-18,"$4,965",0,Fire,Y,No,FixPro,7,No,Yes,0
CLM01332,816,2026-06-04,"$3,472",8,Collision,YES,No,FixPro,5,No,Yes,0
CLM01333,1091,2026-03-07,"$11,113",10,Theft,Yes,No,AutoCare,5,No,Yes,0
CLM01334,31,2026-04-22,"$5,314",12,Flood,No,Yes,RapidFix,3,Yes,Yes,0
CLM01335,1107,2026-05-11,"$8,011",15,Collision,N,No,TrustedGarage,4,Yes,Yes,1
CLM01336,1793,2026-02-11,"$16,080",19,Theft,No,Yes,AutoCare,4,No,Yes,0
CLM01337,404,2026-01-30,"$2,130",12,Collision,No,Yes,AutoCare,4,Yes,No,1
CLM01338,1757,2026-04-14,"$4,397",1,Collision,No,No,FixPro,7,No,Yes,0
CLM01339,1272,2026-04-27,"$6,055",12,Collision,Y,No,AutoCare,8,No,Yes,0
CLM01340,1792,2026-07-02,"$9,789",1,Collision,No,No,RapidFix,7,No,Yes,0
CLM01341,1021,2026-03-26,"$3,237",17,Collision,Yes,No,TrustedGarage,8,No,Yes,0
CLM01342,606,2026-02-25,"$12,199",19,Theft,Y,Yes,TrustedGarage,5,No,Yes,0
CLM01343,205,2026-03-26,"$6,872",16,Theft,N,No,AutoCare,8,No,Yes,0
CLM01344,989,2026-02-03,"$2,430",19,Collision,Yes,No,TrustedGarage,6,No,Yes,0
CLM01345,679,2026-03-04,"$2,135",6,Collision,Yes,No,TrustedGarage,5,Yes,Yes,0
CLM01346,666,2026-02-01,"$4,073",4,Collision,Yes,No,RapidFix,2,No,Yes,0
CLM01347,821,2026-05-22,"$34,905",12,Theft,No,No,FixPro,5,Yes,No,1
CLM01348,828,2026-06-03,"$4,660",7,Collision,No,No,RapidFix,4,No,Yes,0
CLM01349,222,2026-03-15,"$4,680",9,Collision,No,Yes,TrustedGarage,2,No,Yes,0
CLM01350,75,2026-06-13,"$1,095",18,Collision,No,No,RapidFix,3,No,Yes,0
CLM01351,694,2026-05-11,"$2,468",15,Collision,Yes,No,FixPro,6,No,Yes,0
CLM01352,1142,2026-06-09,"$5,323",1,Collision,No,No,RapidFix,3,No,Yes,0
CLM01353,1269,2026-03-25,"$6,053",16,Collision,Yes,No,TrustedGarage,3,No,Yes,0
CLM01354,645,2026-01-24,"$6,605",7,Collision,Yes,No,RapidFix,6,No,Yes,0
CLM01355,200,2026-02-17,"$2,982",6,Collision,Yes,No,FixPro,1,No,Yes,0
CLM01356,419,2026-04-25,"$3,733",1,Theft,Yes,No,RapidFix,7,No,Yes,0
CLM01357,187,2026-05-05,"$4,603",1,Collision,YES,No,AutoCare,3,No,Yes,0
CLM01358,481,2026-05-13,"$3,104",13,Flood,Yes,No,FixPro,3,No,Yes,0
CLM01359,355,2026-02-05,"$5,442",11,Fire,No,Yes,AutoCare,2,Yes,Yes,0
CLM01360,396,2026-05-22,"$2,427",15,Collision,Yes,Yes,AutoCare,6,No,Yes,0
CLM01361,410,2026-06-22,"$3,425",0,Fire,No,No,RapidFix,3,Yes,Yes,1
CLM01362,185,2026-03-29,"$6,654",17,Fire,No,No,AutoCare,2,No,Yes,0
CLM01363,1294,2026-02-11,"$11,021",17,Theft,N,No,AutoCare,2,No,Yes,0
CLM01364,1230,2026-04-07,"$1,295",7,Collision,No,No,RapidFix,2,No,Yes,0
CLM01365,1785,2026-07-03,"$6,440",11,Collision,Yes,No,TrustedGarage,6,No,Yes,0
CLM01366,1664,2026-05-07,"$6,729",6,Collision,No,Yes,AutoCare,2,No,Yes,0
CLM01367,1513,2026-02-13,"$4,317",14,Collision,N,No,FixPro,3,No,Yes,0
CLM01368,220,2026-06-05,"$4,306",5,Flood,YES,No,AutoCare,6,No,Yes,0
CLM01369,1383,2026-06-26,"$4,572",19,Collision,No,Yes,RapidFix,7,No,Yes,0
CLM01370,1176,2026-05-18,"$6,570",0,Collision,No,No,TrustedGarage,6,No,Yes,0
CLM01371,753,2026-06-25,"$5,776",0,Theft,N,Yes,FixPro,5,No,Yes,0
CLM01372,1177,2026-01-02,"$4,393",0,Collision,No,No,RapidFix,4,No,Yes,0
CLM01373,263,2026-05-06,"$2,632",19,Collision,YES,No,FixPro,3,No,Yes,0
CLM01374,1573,2026-01-22,"$2,670",10,Collision,No,No,FixPro,3,No,Yes,0
CLM01375,877,2026-03-23,"$1,094",12,Collision,Yes,No,AutoCare,3,No,Yes,0
CLM01376,40,2026-06-08,"$5,072",2,Fire,No,No,FixPro,7,No,Yes,0
CLM01377,755,2026-01-24,"$1,549",8,Collision,N,No,FixPro,8,Yes,Yes,0
CLM01378,428,2026-02-19,"$5,508",4,Collision,No,Yes,AutoCare,5,No,Yes,0
CLM01379,1792,2026-02-23,"$2,664",1,Collision,Y,Yes,AutoCare,3,No,Yes,0
CLM01380,192,2026-03-24,"$2,434",6,Collision,No,Yes,RapidFix,3,No,Yes,0
CLM01381,262,2026-04-13,"$3,104",8,Collision,Yes,No,AutoCare,2,No,Yes,0
CLM01382,1113,2026-07-08,"$6,864",0,Flood,Y,No,AutoCare,8,No,Yes,0
CLM01383,1767,2026-06-24,"$3,100",13,Collision,No,Yes,TrustedGarage,6,Yes,No,1
CLM01384,171,2026-01-20,"$6,041",2,Fire,Yes,Yes,RapidFix,4,Yes,Yes,0
CLM01385,1168,2026-06-20,"$9,124",20,Collision,YES,No,FixPro,3,No,Yes,0
CLM01386,1540,2026-02-14,"$1,819",8,Collision,No,No,FixPro,8,No,Yes,0
CLM01387,1178,2026-05-01,"$8,579",19,Theft,No,No,TrustedGarage,4,No,Yes,0
CLM01388,1552,2026-04-03,"$5,847",10,Collision,Yes,No,TrustedGarage,7,No,Yes,0
CLM01389,699,2026-03-14,"$4,427",3,Collision,N,No,RapidFix,8,No,Yes,0
CLM01390,593,2026-01-18,"$5,689",12,Theft,Yes,Yes,RapidFix,2,No,Yes,0
CLM01391,86,2026-07-23,"$6,782",2,Collision,Yes,Yes,FixPro,3,No,Yes,0
CLM01392,1097,2026-05-02,"$8,052",5,Collision,Yes,Yes,RapidFix,2,No,Yes,0
CLM01393,1770,2026-03-19,"$3,526",21,Fire,No,Yes,TrustedGarage,0,No,Yes,0
CLM01394,1757,2026-06-29,"$4,631",20,Collision,Yes,No,FixPro,3,No,Yes,0
CLM01395,629,2026-01-05,"$2,501",1,Flood,Yes,No,RapidFix,6,No,Yes,0
CLM01396,274,2026-03-27,"$3,437",16,Collision,No,Yes,FixPro,7,No,Yes,0
CLM01397,1202,2026-07-16,"$3,620",17,Flood,No,No,FixPro,6,No,Yes,0
CLM01398,1799,2026-07-02,"$9,130",4,Theft,YES,Yes,FixPro,6,Yes,Yes,0
CLM01399,449,2026-04-19,"$1,885",4,Collision,N,No,RapidFix,5,No,Yes,0
CLM01400,648,2026-03-09,"$7,169",13,Collision,Yes,No,TrustedGarage,1,Yes,Yes,0
CLM01401,1097,2026-03-31,"$5,029",4,Theft,Yes,No,RapidFix,3,No,Yes,0
CLM01402,1782,2026-01-27,"$4,789",5,Flood,Y,No,RapidFix,4,No,Yes,0
CLM01403,544,2026-02-18,"$3,216",10,Collision,No,No,TrustedGarage,5,No,Yes,0
CLM01404,1277,2026-05-25,"$1,027",20,Collision,N,No,FixPro,4,No,Yes,0
CLM01405,821,2026-05-16,"$2,496",7,Collision,N,No,TrustedGarage,6,No,Yes,0
CLM01406,1413,2026-07-01,"$4,673",15,Collision,Yes,No,RapidFix,5,No,Yes,0
CLM01407,1010,2026-04-19,"$11,957",14,Collision,YES,No,TrustedGarage,5,No,Yes,0
CLM01408,1567,2026-01-25,"$8,772",4,Theft,Y,No,FixPro,4,No,Yes,0
CLM01409,1489,2026-01-13,"$1,700",12,Flood,YES,No,AutoCare,3,No,Yes,0
CLM01410,773,2026-03-08,"$9,896",14,Collision,Y,No,TrustedGarage,4,No,Yes,0
CLM01411,1341,2026-05-08,"$5,025",12,Collision,No,Yes,AutoCare,6,No,Yes,0
CLM01412,1696,2026-06-14,"$11,742",14,Collision,No,No,AutoCare,5,No,Yes,0
CLM01413,670,2026-03-08,"$1,348",2,Collision,Y,No,RapidFix,5,No,Yes,0
CLM01414,1429,2026-01-30,"$3,763",15,Theft,No,No,AutoCare,4,No,Yes,0
CLM01415,594,2026-06-12,"$5,117",10,Collision,Yes,No,TrustedGarage,8,No,Yes,0
CLM01416,1369,2026-06-19,"$5,293",16,Fire,N,No,,3,No,Yes,0
CLM01417,1303,2026-05-08,"$4,527",21,Fire,Yes,No,FixPro,4,No,Yes,0
CLM01418,768,2026-02-26,"$12,153",6,Collision,No,No,FixPro,3,No,Yes,0
CLM01419,709,2026-01-23,"$6,750",5,Collision,Yes,No,AutoCare,5,No,Yes,0
CLM01420,778,2026-03-29,"$5,060",11,Collision,No,No,TrustedGarage,6,No,Yes,0
CLM01421,1444,2026-05-29,"$5,147",2,Collision,Yes,No,RapidFix,2,No,Yes,0
CLM01422,416,2026-02-05,"$4,247",9,Collision,Y,Yes,RapidFix,4,No,Yes,0
CLM01423,438,2026-03-08,"$13,511",3,Theft,YES,No,TrustedGarage,3,No,Yes,0
CLM01424,561,2026-07-01,"$8,300",0,Collision,Yes,No,TrustedGarage,2,No,Yes,0
CLM01425,907,2026-07-03,"$1,930",2,Collision,,No,FixPro,4,No,Yes,0
CLM01426,736,2026-06-10,"$2,624",4,Collision,N,No,RapidFix,7,No,Yes,0
CLM01427,909,2026-01-25,"$7,349",4,Collision,YES,No,AutoCare,3,No,Yes,0
CLM01428,487,2026-01-01,"$6,523",2,Flood,No,No,FixPro,6,Yes,Yes,0
CLM01429,1772,2026-01-17,"$18,958",15,Collision,No,Yes,FixPro,6,No,No,1
CLM01430,1137,2026-01-28,"$1,402",20,Theft,Yes,No,TrustedGarage,4,No,Yes,0
CLM01431,1505,2026-04-29,"$12,570",21,Collision,YES,No,AutoCare,6,No,Yes,0
CLM01432,743,2026-05-03,"$4,137",17,Collision,No,No,FixPro,5,No,Yes,0
CLM01433,1538,2026-01-30,"$13,122",3,Theft,N,No,FixPro,3,No,Yes,0
CLM01434,207,2026-04-02,"$12,800",17,Collision,No,No,TrustedGarage,4,Yes,Yes,0
CLM01435,1240,2026-03-18,"$6,830",6,Collision,No,Yes,AutoCare,3,No,Yes,0
CLM01436,1778,2026-04-17,"$19,989",10,Collision,Yes,Yes,TrustedGarage,3,No,Yes,0
CLM01437,107,2026-01-22,"$5,466",21,Collision,Yes,No,RapidFix,1,No,Yes,0
CLM01438,721,2026-03-24,"$4,378",14,Collision,N,No,RapidFix,2,No,Yes,0
CLM01439,972,2026-02-22,"$5,141",16,Collision,N,No,RapidFix,1,No,Yes,0
CLM01440,1665,2026-07-02,"$11,893",18,Theft,N,No,RapidFix,4,No,Yes,0
CLM01441,1545,2026-03-04,"$3,393",2,Collision,No,Yes,AutoCare,8,No,Yes,0
CLM01442,666,2026-04-20,"$1,007",5,Collision,No,Yes,TrustedGarage,5,No,Yes,0
CLM01443,809,2026-01-20,"$7,113",18,Collision,Yes,No,RapidFix,3,No,Yes,0
CLM01444,953,2026-05-21,"$3,726",4,Fire,YES,No,TrustedGarage,2,No,Yes,0
CLM01445,1204,2026-02-15,$540,8,Collision,Y,No,FixPro,3,No,Yes,0
CLM01446,1016,2026-07-20,"$6,738",20,Collision,Y,No,AutoCare,1,No,Yes,0
CLM01447,1253,2026-04-12,"$14,571",5,Theft,Y,No,AutoCare,4,No,Yes,0
CLM01448,1556,2026-05-08,"$3,325",1,Collision,No,No,FixPro,4,No,Yes,0
CLM01449,970,2026-05-21,"$7,815",2,Theft,Y,Yes,RapidFix,4,No,Yes,0
CLM01450,1632,2026-07-11,"$4,079",16,Collision,YES,No,AutoCare,6,No,Yes,0
CLM01451,1459,2026-04-26,"$2,287",5,Collision,Y,No,TrustedGarage,4,Yes,No,1
CLM01452,1742,2026-05-21,"$5,443",3,Collision,No,No,FixPro,6,No,Yes,0
CLM01453,1235,2026-06-23,"$5,240",4,Collision,No,No,RapidFix,5,No,Yes,0
CLM01454,522,2026-04-16,"$7,007",20,Theft,Yes,No,AutoCare,2,No,Yes,0
CLM01455,1387,2026-07-20,"$2,437",20,Collision,YES,Yes,RapidFix,4,No,Yes,0
CLM01456,1463,2026-01-23,"$9,949",21,Fire,No,No,TrustedGarage,5,No,Yes,0
CLM01457,1465,2026-01-23,"$5,845",2,Theft,No,No,TrustedGarage,4,No,Yes,0
CLM01458,1157,2026-06-03,"$13,170",3,Collision,Y,No,TrustedGarage,8,No,Yes,0
CLM01459,1569,2026-01-12,"$6,581",8,Collision,Yes,No,RapidFix,7,Yes,Yes,0
CLM01460,1178,2026-03-22,"$10,682",17,Fire,No,No,RapidFix,6,No,Yes,0
CLM01461,195,2026-03-11,"$7,795",3,Collision,No,No,AutoCare,1,Yes,No,1
CLM01462,1562,2026-03-19,"$5,010",18,Collision,No,Yes,RapidFix,7,No,Yes,0
CLM01463,1490,2026-05-10,"$6,808",4,Theft,No,No,RapidFix,3,No,Yes,0
CLM01464,1715,2026-07-07,"$4,010",4,Flood,Y,No,RapidFix,4,No,Yes,0
CLM01465,170,2026-03-13,"$2,089",3,Theft,Yes,No,RapidFix,4,No,No,1
CLM01466,614,2026-04-11,"$5,612",18,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM01467,1202,2026-02-07,"$1,429",4,Fire,No,No,FixPro,5,No,Yes,0
CLM01468,24,2026-01-16,"$6,032",12,Theft,Y,Yes,RapidFix,5,No,Yes,0
CLM01469,1110,2026-05-07,"$1,645",5,Theft,No,No,AutoCare,2,No,Yes,0
CLM01470,1303,2026-05-28,"$6,783",3,Collision,YES,No,FixPro,3,No,Yes,0
CLM01471,861,2026-05-30,"$8,181",12,Theft,No,No,TrustedGarage,4,No,Yes,0
CLM01472,1653,2026-07-23,"$7,068",16,Fire,N,No,TrustedGarage,5,Yes,Yes,1
CLM01473,744,2026-03-06,"$9,047",0,Collision,Yes,No,FixPro,6,No,Yes,0
CLM01474,1264,2026-05-22,"$2,789",7,Collision,YES,Yes,AutoCare,4,No,Yes,0
CLM01475,29,2026-02-04,"$5,183",13,Flood,Yes,No,,2,No,Yes,0
CLM01476,1728,2026-07-29,"$1,817",19,Theft,N,Yes,TrustedGarage,4,No,Yes,0
CLM01477,663,2026-07-26,"$4,284",6,Collision,No,Yes,TrustedGarage,2,No,Yes,0
CLM01478,907,2026-02-23,"$3,682",5,Collision,No,Yes,RapidFix,5,No,Yes,0
CLM01479,92,2026-06-04,"$3,955",4,Flood,YES,No,FixPro,7,No,Yes,0
CLM01480,846,2026-01-13,"$1,557",0,Flood,YES,No,FixPro,3,No,Yes,0
CLM01481,367,2026-05-06,"$1,948",12,Collision,N,Yes,AutoCare,3,No,Yes,0
CLM01482,520,2026-05-12,"$3,542",9,Flood,YES,No,AutoCare,5,No,Yes,0
CLM01483,1703,2026-04-30,"$6,319",17,Fire,No,No,FixPro,5,No,Yes,0
CLM01484,478,2026-07-24,"$16,423",7,Collision,No,Yes,TrustedGarage,6,No,Yes,0
CLM01485,1354,2026-05-22,$973,7,Collision,No,No,RapidFix,7,No,Yes,0
CLM01486,111,2026-03-03,"$9,148",4,Collision,Yes,Yes,FixPro,5,No,Yes,0
CLM01487,138,2026-03-16,"$6,789",19,Theft,N,No,TrustedGarage,3,No,Yes,0
CLM01488,1056,2026-02-02,"$5,810",4,Fire,No,No,AutoCare,1,No,Yes,0
CLM01489,549,2026-03-09,"$4,192",17,Collision,No,No,RapidFix,2,No,Yes,0
CLM01490,86,2026-05-02,"$2,300",9,Collision,No,No,RapidFix,7,No,Yes,0
CLM01491,1753,2026-06-21,"$1,577",2,Theft,No,No,AutoCare,2,Yes,Yes,1
CLM01492,1095,2026-04-14,"$5,779",13,Collision,No,No,TrustedGarage,5,No,Yes,0
CLM01493,1185,2026-07-12,"$6,580",16,Collision,No,Yes,AutoCare,5,No,Yes,0
CLM01494,1127,2026-02-04,"$5,894",12,Fire,YES,No,FixPro,2,No,Yes,0
CLM01495,1789,2026-03-05,"$3,068",12,Collision,No,No,TrustedGarage,3,No,Yes,0
CLM01496,1011,2026-03-24,"$1,684",4,Collision,No,No,RapidFix,4,No,Yes,0
CLM01497,371,2026-04-21,"$1,480",21,Collision,No,No,AutoCare,3,No,Yes,0
CLM01498,321,2026-02-24,"$1,443",21,Flood,Yes,Yes,TrustedGarage,5,No,Yes,0
CLM01499,1657,2026-07-18,"$3,077",11,Collision,No,No,,2,No,Yes,0
CLM01500,180,2026-02-11,"$11,563",8,Collision,YES,Yes,TrustedGarage,2,No,Yes,0
CLM01501,1447,2026-05-02,"$10,154",3,Theft,Yes,No,RapidFix,3,No,Yes,0
CLM01502,215,2026-06-16,"$8,961",4,Theft,,No,TrustedGarage,2,No,Yes,0
CLM01503,970,2026-06-06,"$3,779",16,Collision,Y,No,RapidFix,2,No,Yes,0
CLM01504,897,2026-04-27,"$13,874",15,Collision,YES,No,AutoCare,5,No,Yes,0
CLM01505,1304,2026-02-21,"$9,798",0,Theft,No,Yes,AutoCare,2,No,Yes,0
CLM01506,52,2026-06-17,"$8,854",19,Collision,Yes,No,AutoCare,5,No,Yes,0
CLM01507,1739,2026-02-10,"$4,914",20,Theft,Y,No,AutoCare,3,No,Yes,0
CLM01508,1746,2026-07-08,"$6,322",0,Collision,No,No,TrustedGarage,4,No,Yes,0
CLM01509,483,2026-07-26,$734,21,Collision,No,No,AutoCare,5,No,Yes,0
CLM01510,1389,2026-04-05,"$2,623",18,Collision,YES,No,RapidFix,6,No,Yes,0
CLM01511,1338,2026-06-11,"$4,851",15,Flood,No,No,AutoCare,4,No,Yes,0
CLM01512,906,2026-02-07,"$7,603",10,Fire,N,No,FixPro,4,No,Yes,0
CLM01513,1426,2026-02-05,"$4,119",11,Collision,Yes,No,FixPro,5,No,Yes,0
CLM01514,1671,2026-01-14,"$4,169",13,Theft,No,Yes,FixPro,1,No,Yes,0
CLM01515,1393,2026-06-28,$556,11,Collision,N,No,TrustedGarage,3,No,Yes,0
CLM01516,961,2026-02-27,$995,16,Collision,Yes,No,RapidFix,3,No,Yes,0
CLM01517,558,2026-02-16,"$5,795",9,Flood,No,No,FixPro,2,Yes,Yes,0
CLM01518,1495,2026-02-05,"$4,151",13,Collision,Y,No,RapidFix,5,No,Yes,0
CLM01519,1578,2026-05-12,"$10,941",11,Collision,Y,No,TrustedGarage,0,Yes,Yes,1
CLM01520,949,2026-03-01,"$4,388",1,Flood,No,No,FixPro,2,No,Yes,0
CLM01521,875,2026-01-30,"$10,151",14,Collision,YES,Yes,FixPro,3,No,Yes,0
CLM01522,330,2026-05-31,"$4,007",16,Fire,Yes,Yes,AutoCare,5,No,Yes,0
CLM01523,996,2026-05-26,"$2,751",4,Theft,Yes,Yes,FixPro,3,Yes,Yes,0
CLM01524,1418,2026-01-25,"$3,644",13,Collision,No,Yes,AutoCare,6,No,Yes,0
CLM01525,1471,2026-04-28,"$8,699",19,Flood,No,Yes,FixPro,6,No,Yes,0
CLM01526,394,2026-01-03,"$2,320",21,Collision,No,No,FixPro,4,No,Yes,0
CLM01527,1010,2026-03-11,"$6,079",3,Collision,No,Yes,AutoCare,7,No,Yes,0
CLM01528,22,2026-05-27,"$9,026",17,Collision,Yes,Yes,TrustedGarage,3,No,Yes,0
CLM01529,471,2026-04-23,"$8,767",8,Collision,No,No,RapidFix,5,Yes,Yes,0
CLM01530,41,2026-03-23,"$9,127",19,Collision,Y,No,TrustedGarage,3,No,Yes,0
CLM01531,594,2026-03-28,"$10,831",18,Theft,N,Yes,TrustedGarage,3,No,Yes,0
CLM01532,351,2026-06-20,"$4,386",19,Fire,No,No,FixPro,3,No,Yes,0
CLM01533,1028,2026-06-13,"$5,110",3,Flood,No,Yes,RapidFix,3,No,Yes,0
CLM01534,999,2026-01-17,"$11,594",12,Flood,No,Yes,FixPro,11,Yes,Yes,1
CLM01535,1553,2026-02-27,"$8,670",14,Collision,YES,No,AutoCare,8,No,Yes,0
CLM01536,1790,2026-03-18,"$1,111",21,Collision,Y,No,RapidFix,5,Yes,No,1
CLM01537,1569,2026-01-23,"$1,816",12,Collision,Y,Yes,RapidFix,1,No,Yes,0
CLM01538,428,2026-04-23,"$1,235",8,Collision,No,No,TrustedGarage,0,No,Yes,0
CLM01539,625,2026-06-22,"$3,363",15,Collision,Yes,No,TrustedGarage,5,No,Yes,0
CLM01540,1748,2026-02-22,"$5,720",0,Collision,No,Yes,AutoCare,2,No,Yes,0
CLM01541,1511,2026-04-24,"$6,577",13,Collision,N,Yes,TrustedGarage,3,Yes,Yes,0
CLM01542,618,2026-01-22,"$2,674",4,Collision,Y,No,RapidFix,4,No,Yes,0
CLM01543,1104,2026-01-04,"$1,680",6,Collision,YES,No,AutoCare,6,Yes,Yes,0
CLM01544,1213,2026-06-18,"$3,667",0,Collision,No,No,RapidFix,1,No,Yes,0
CLM01545,1747,2026-04-04,"$6,326",6,Collision,Yes,No,AutoCare,4,No,Yes,0
CLM01546,410,2026-05-08,"$2,907",3,Theft,Yes,No,RapidFix,5,No,Yes,0
CLM01547,492,2026-03-25,"$16,942",18,Collision,Y,No,FixPro,4,No,Yes,0
CLM01548,774,2026-01-06,"$6,865",10,Collision,Yes,No,TrustedGarage,3,No,Yes,0
CLM01549,1077,2026-03-19,"$2,382",20,Theft,N,No,RapidFix,2,No,Yes,0
CLM01550,237,2026-03-14,"$2,280",10,Collision,No,No,RapidFix,5,No,Yes,0
CLM01551,687,2026-04-23,"$4,355",4,Collision,No,No,RapidFix,3,No,Yes,0
CLM01552,791,2026-06-01,"$5,923",17,Collision,YES,Yes,AutoCare,7,No,Yes,0
CLM01553,590,2026-05-09,"$8,539",10,Collision,YES,No,FixPro,6,No,Yes,0
CLM01554,860,2026-01-25,$765,19,Fire,N,No,TrustedGarage,6,No,Yes,0
CLM01555,528,2026-07-03,"$4,509",14,Collision,No,No,AutoCare,2,No,Yes,0
CLM01556,914,2026-07-11,"$10,407",13,Collision,Yes,No,TrustedGarage,7,No,Yes,0
CLM01557,509,2026-04-28,"$1,811",7,Collision,No,No,RapidFix,5,No,Yes,0
CLM01558,347,2026-05-13,"$11,282",3,Theft,YES,No,RapidFix,3,No,Yes,0
CLM01559,1186,2026-05-13,"$4,578",14,Collision,Yes,No,AutoCare,5,No,Yes,0
CLM01560,211,2026-04-27,"$12,267",9,Flood,Y,Yes,TrustedGarage,1,No,Yes,0
CLM01561,1162,2026-01-26,"$9,874",21,Collision,No,Yes,FixPro,2,No,Yes,0
CLM01562,969,2026-01-12,"$3,740",5,Flood,No,No,FixPro,5,No,Yes,0
CLM01563,727,2026-01-24,"$7,444",1,Theft,Yes,No,RapidFix,3,No,Yes,0
CLM01564,1647,2026-03-15,"$5,943",6,Collision,No,No,TrustedGarage,2,No,Yes,0
CLM01565,387,2026-05-19,"$2,877",4,Collision,Yes,No,,3,No,Yes,0
CLM01566,694,2026-02-25,"$1,183",19,Fire,YES,No,TrustedGarage,3,No,Yes,0
CLM01567,1475,2026-04-20,"$2,346",14,Collision,,No,TrustedGarage,2,No,Yes,0
CLM01568,1454,2026-04-12,"$3,097",15,Flood,Yes,Yes,AutoCare,1,No,Yes,0
CLM01569,1266,2026-07-27,"$2,519",3,Collision,Yes,No,RapidFix,7,No,Yes,0
CLM01570,219,2026-03-12,$613,17,Collision,Yes,No,TrustedGarage,0,No,Yes,0
CLM01571,508,2026-07-10,"$6,788",12,Collision,Y,No,RapidFix,3,No,Yes,0
CLM01572,593,2026-05-02,"$1,670",17,Collision,Y,No,RapidFix,5,No,Yes,0
CLM01573,99,2026-04-18,"$2,370",5,Collision,Yes,No,FixPro,0,No,Yes,0
CLM01574,1077,2026-04-11,"$21,130",15,Fire,Y,No,TrustedGarage,3,Yes,Yes,1
CLM01575,1156,2026-05-24,$675,0,Collision,No,No,TrustedGarage,3,No,Yes,0
CLM01576,748,2026-03-18,"$11,848",1,Fire,No,No,RapidFix,2,Yes,Yes,1
CLM01577,251,2026-05-02,"$4,935",17,Theft,No,Yes,TrustedGarage,3,No,Yes,0
